CASEID_NEW,highest_degree_received,education,head_of_household_indicator,household_size,housing_type,household_income,marital_status,msa_status,region_4,region_9,own_rent,members_lt_2,members_13_to_17,members_gt_18,members_2_to_5,members_6_to_12,employment_status,has_internet_access,bg_survey_date,age,children_in_hh,next_next_year,gender,race,hispanic,out_of_closet,political_affiliation,born_again,religion,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight_couples_coresident,glb_status,same_gender_partner,partner_latino,partners_race,partner_born_again,partners_religion,partners_relgion_same_as_age_16,partners_religion_at_16,partners_highest_education,partners_mothers_highest_education,partners_political_affiliation,religion_same_as_age_16,religion_at_16,mothers_highest_education,most_time_spend_living_in,relatives_seen_per_month,gender_attraction,has_domestic_partnership,has_civil_union,no_domestic_partnership_or_civil_union,age_when_met,age_when_relationship_started,age_when_moved_in_together,age_married,age_when_domestic_partnership,who_earned_higher_income,attended_same_high_school,attended_same_college,grew_up_in_same_town,knew_parents_first,met_at_work,met_at_school,met_at_church,met_via_personal_ad,met_on_vacation,met_at_bar,mat_at social_club,met_at_private_party,met_at_other,met_at_other_text,met_using_internet,intro_by_family,intro_by_friend,intro_by_coworker,intro_by_classmates,intro_by_neighbor,intro_by_self,intro_by_other,intro_by_other_text,met_online,intro_summary_codes,how_met_online,same_gender_partner2,partner_gender,partner_gender2,age_difference,zip_pct_white,zip_pct_black,zip_pct_hispanic,zip_median_income,zip_pct_foreign_born,zip_rural,HOW_LONG_AGO_FIRST_MET_CAT,highest_earning_gender,same_religion,target_survey_dt,survey_date,marriage_count_combined,time_since_met,time_since_romantic,time_since_cohab,time_since_first_relationship,broke_up,acquainted_before_dated,lived_together_before_married,time_dating_until_married,time_met_until_married,time_met_until_dating,been_divorced,currently_married,living_together,income,couple_religion
55365,associate degree,some college,1,1,a building with 2 or more apartments,"$35,000 to $39,999",never married,metro,south,south atlantic,rented for cash,0,0,1,0,0,working - as a paid employee,0,2009-04-01,38.0,1.0,2011,female,"black, non-hispanic","no, i am not","yes, friends",democrat,yes,baptist - any denomination,27340,27340,27340,51231,68431, , , ,1,,no (not latino or hispanic),black or african american,no,baptist - any denomination,"yes, the same",,hs graduate or ged,7th or 8th grade,democrat,"yes, the same",,bachelor's degree,united states,3,mostly opposite,no,no,have neither dp nor cu,31,31.0, , , ,partner earned more,different high school,,no,no,yes,no,no,no,no,no,no,no,no,0,"yes, a social networking site (like facebook or myspace)",no,no,no,no,no,yes,no,0,met offline,1,"probably did not meet partner online, despite positive answer to q32 or q24",different sex couple,,male,1,<55%,20% or more,<2%,$34000-$41999,<2%,non rural,3-5,male,true,2009-03-01,2011-03-01,0.0,7.0,7.0,,7.0,1,0.0,,,,0.0,0,0,0,37499.5,both baptist
56536,bachelors degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$75,000 to $84,999",living with partner,metro,west,mountain,rented for cash,0,0,2,0,0,working - as a paid employee,1,2009-04-01,54.0,2.0,2011,female,hispanic,"yes, mexican, mexican-american, chicano","yes, both",democrat,no,none,5735,5735,5735,7702,10288,6073,6073,852.9431763,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,"other non-christian, please specify","no, has changed religions",none,master's degree,hs graduate or ged,democrat,"no, i have changed religions",catholic,hs graduate or ged,united states,0,only same gender,no,no,have neither dp nor cu,43,43.0,51, , ,i earned more,different high school,did not attend same college or university,no,no,no,no,no,no,no,no,no,yes,no,0,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,3,,same-sex couple,,female,4,,,,,,,6-10,female,false,2009-02-01,2011-04-01,0.0,12.161643835616438,12.161643835616438,4.161643835616438,12.161643835616438,0,0.0,,,,0.0,0,0,1,79999.5,other different
56536,bachelors degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$40,000 to $49,999",living with partner,metro,west,mountain,rented for cash,0,0,2,0,0,working - as a paid employee,1,2011-07-01,56.0,2.0,2013,female,hispanic,"yes, mexican, mexican-american, chicano","yes, both",democrat,no,none,5735,5735,5735,7702,10288,6073,6073,852.9431763,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,"other non-christian, please specify","no, has changed religions",none,master's degree,hs graduate or ged,democrat,"no, i have changed religions",catholic,hs graduate or ged,united states,0,only same gender,no,no,have neither dp nor cu,43,43.0,51, , ,i earned more,different high school,did not attend same college or university,no,no,no,no,no,no,no,no,no,yes,no,0,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,3,,same-sex couple,,female,4,,,,,,,6-10,female,false,2011-04-01,2013-03-01,0.0,14.07945205479452,14.07945205479452,6.079452054794521,14.07945205479452,0,0.0,,,,0.0,0,0,1,44999.5,other different
58295,bachelors degree,bachelor's degree or higher,1,1,a building with 2 or more apartments,"$50,000 to $59,999",never married,metro,west,pacific,rented for cash,0,0,1,0,0,working - as a paid employee,1,2009-04-01,31.0,1.0,2011,female,"white, non-hispanic","no, i am not","yes, friends",republican,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",89059,89059,89059,90687,120950, , , ,0,,no (not latino or hispanic),white,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,master's degree,hs graduate or ged,republican,"yes, the same",,master's degree,united states,0,opposite gender only,no,no,have neither dp nor cu,26,26.0, , , ,i earned more,different high school,did not attend same college or university,no,no,no,no,no,no,no,yes,no,no,no,0,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,3,,different sex couple,,male,5,55%-79.99%,3%-19.99%,4%-19.99%,$42000-$64999,12%+,non rural,3-5,female,false,2009-02-01,2011-04-01,0.0,5.161643835616438,5.161643835616438,,6.161643835616438,0,0.0,,,,0.0,0,0,0,54999.5,both protestant
58295,bachelors degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$50,000 to $59,999",living with partner,metro,west,pacific,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2011-07-01,33.0,2.0,2013,female,"white, non-hispanic","no, i am not","yes, friends",republican,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",89059,89059,89059,90687,120950, , , ,0,,no (not latino or hispanic),white,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,master's degree,hs graduate or ged,republican,"yes, the same",,master's degree,united states,0,opposite gender only,no,no,have neither dp nor cu,26,26.0, , , ,i earned more,different high school,did not attend same college or university,no,no,no,no,no,no,no,yes,no,no,no,0,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,3,,different sex couple,,male,5,55%-79.99%,3%-19.99%,4%-19.99%,$42000-$64999,12%+,non rural,3-5,female,false,2011-04-01,2013-03-01,0.0,7.079452054794521,7.079452054794521,,8.07945205479452,0,0.0,,,,0.0,0,0,1,54999.5,both protestant
64331,high school graduate - high school diploma or the equivalent (ged),high school,1,4,a one-family house detached from any other house,"$50,000 to $59,999",married,metro,west,pacific,owned or being bought by you or someone in your household,0,0,2,1,1,working - as a paid employee,1,2009-04-01,35.0,4.0,2011,male,hispanic,"yes, puerto rican",no,democrat,no,catholic,125509,125509,125509,124979,166686, , ,17376.85938,0,,no (not latino or hispanic),white,no,catholic,"yes, the same",,10th grade,hs graduate or ged,independent,"yes, the same",,hs graduate or ged,united states,3,opposite gender only,,,,26,26.0,26,31, ,partner earned more,different high school,,no,no,no,no,no,yes,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,no,yes,1,met offline,1,,different sex couple,,female,9,80%-91.99%,1%-2.99%,2%-3.99%,<$34k,5%-11.99%,non rural,6-10,female,true,2009-02-01,2011-04-01,1.0,9.161643835616438,9.161643835616438,9.161643835616438,9.161643835616438,0,0.0,1.0,5.0,5.0,0.0,0,1,1,54999.5,both catholic
64331,high school graduate - high school diploma or the equivalent (ged),high school,1,4,a one-family house detached from any other house,"$60,000 to $74,999",married,metro,west,pacific,owned or being bought by you or someone in your household,0,1,2,1,0,working - as a paid employee,1,2011-06-01,37.0,4.0,2013,male,hispanic,"yes, puerto rican",no,democrat,no,catholic,125509,125509,125509,124979,166686, , ,17376.85938,0,,no (not latino or hispanic),white,no,catholic,"yes, the same",,10th grade,hs graduate or ged,independent,"yes, the same",,hs graduate or ged,united states,3,opposite gender only,,,,26,26.0,26,31, ,partner earned more,different high school,,no,no,no,no,no,yes,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,no,yes,1,met offline,1,,different sex couple,,female,9,80%-91.99%,1%-2.99%,2%-3.99%,<$34k,5%-11.99%,non rural,6-10,female,true,2011-04-01,2013-03-01,1.0,11.07945205479452,11.07945205479452,11.07945205479452,11.07945205479452,0,0.0,1.0,5.0,5.0,0.0,0,1,1,67499.5,both catholic
68546,masters degree,bachelor's degree or higher,1,2,a one-family house attached to one or more houses,"$125,000 to $149,999",living with partner,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2009-04-01,56.0,2.0,2011,female,"white, non-hispanic","no, i am not","yes, friends",democrat,no,catholic,1968,1968,1968,2119,2830,1842,1842,1144.785645,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,bachelor's degree,bachelor's degree,democrat,"no, i have changed religions",none,hs graduate or ged,united states,7,only same gender,no,no,have neither dp nor cu,34,34.0,35,38, ,i earned more,different high school,did not attend same college or university,no,no,no,no,no,no,no,yes,no,no,no,0,"no, we did not meet through the internet",no,no,yes,no,no,no,no,0,met offline,2,,same-sex couple,,female,6,80%-91.99%,<1%,<2%,$65k+,5%-11.99%,non rural,16-20,female,false,2009-02-01,2011-04-01,,22.161643835616438,22.161643835616438,21.161643835616438,22.161643835616438,0,0.0,1.0,4.0,4.0,0.0,0,0,1,137499.5,catholic/protestant
68546,masters degree,bachelor's degree or higher,1,2,a one-family house attached to one or more houses,"$125,000 to $149,999",living with partner,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2011-06-01,58.0,2.0,2013,female,"white, non-hispanic","no, i am not","yes, friends",democrat,no,catholic,1968,1968,1968,2119,2830,1842,1842,1144.785645,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,bachelor's degree,bachelor's degree,democrat,"no, i have changed religions",none,hs graduate or ged,united states,7,only same gender,no,no,have neither dp nor cu,34,34.0,35,38, ,i earned more,different high school,did not attend same college or university,no,no,no,no,no,no,no,yes,no,no,no,0,"no, we did not meet through the internet",no,no,yes,no,no,no,no,0,met offline,2,,same-sex couple,,female,6,80%-91.99%,<1%,<2%,$65k+,5%-11.99%,non rural,16-20,female,false,2011-04-01,2013-03-01,,24.07945205479452,24.07945205479452,23.07945205479452,24.07945205479452,0,0.0,1.0,4.0,4.0,0.0,0,0,1,137499.5,catholic/protestant
69311,associate degree,some college,0,8,a one-family house detached from any other house,"$50,000 to $59,999",married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,7,1,0,working - as a paid employee,1,2009-05-01,33.0,8.0,2011,male,"white, non-hispanic","no, i am not","yes, friends",democrat,yes,catholic,26310,26310,26310,24971,33305, , ,13761.44531,0,,no (not latino or hispanic),white,yes,catholic,"yes, the same",,hs graduate or ged,hs graduate or ged,democrat,"yes, the same",,hs graduate or ged,united states,12,opposite gender only,,,,25,25.0,25,25, ,i earned more,different high school,,no,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,no,no,no,no,no,yes,1,met offline,1,,different sex couple,,female,0,,,,,,,6-10,male,true,2009-02-01,2011-04-01,1.0,8.161643835616438,8.161643835616438,8.161643835616438,8.161643835616438,0,0.0,0.0,0.0,0.0,0.0,0,1,1,54999.5,both catholic
69311,associate degree,some college,0,8,a one-family house detached from any other house,"$50,000 to $59,999",married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,7,1,0,not working - looking for work,1,2011-07-01,35.0,8.0,2013,male,"white, non-hispanic","no, i am not","yes, friends",democrat,yes,catholic,26310,26310,26310,24971,33305, , ,13761.44531,0,,no (not latino or hispanic),white,yes,catholic,"yes, the same",,hs graduate or ged,hs graduate or ged,democrat,"yes, the same",,hs graduate or ged,united states,12,opposite gender only,,,,25,25.0,25,25, ,i earned more,different high school,,no,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,no,no,no,no,no,yes,1,met offline,1,,different sex couple,,female,0,,,,,,,6-10,male,true,2011-04-01,2013-04-01,1.0,10.164383561643836,10.164383561643836,10.164383561643836,10.164383561643836,0,0.0,0.0,0.0,0.0,0.0,0,1,1,54999.5,both catholic
77256,bachelors degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$85,000 to $99,999",married,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2009-04-01,27.0,2.0,2011,female,"white, non-hispanic","no, i am not","yes, friends",democrat,no,other christian,46650,46650,46650,45613,60834, , ,24400.2832,0,,no (not latino or hispanic),white,no,catholic,"yes, the same",,associate degree,hs graduate or ged,democrat,"yes, the same",,bachelor's degree,united states,20,opposite gender only,,,,20,20.0,22,24, ,we earned about the same amount,different high school,did not attend same college or university,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,yes,no,no,yes,no,0,met offline,3,,different sex couple,,male,8,80%-91.99%,3%-19.99%,2%-3.99%,$42000-$64999,5%-11.99%,non rural,3-5,neither,false,2009-02-01,2011-04-01,1.0,7.161643835616438,7.161643835616438,5.161643835616438,7.161643835616438,0,0.0,1.0,4.0,4.0,0.0,0,1,1,92499.5,other christian/catholic
78351,"some college, no degree",some college,1,2,a one-family house attached to one or more houses,"$75,000 to $84,999",married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2009-04-01,37.0,2.0,2011,male,"white, non-hispanic","no, i am not","yes, friends",democrat,no,none,50196,50196,50196,48512,64701, , ,26255.01758,0,,no (not latino or hispanic),white,no,catholic,"no, has changed religions","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",bachelor's degree,"some college, no degree",democrat,"no, i have changed religions",baptist - any denomination,associate degree,united states,2,opposite gender only,,,,18,19.0,20,22, ,i earned more,different high school,did not attend same college or university,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,yes,yes,no,no,yes,no,0,met offline,3,,different sex couple,,female,10,80%-91.99%,3%-19.99%,<2%,$65k+,5%-11.99%,non rural,16-20,male,false,2009-02-01,2011-04-01,1.0,19.161643835616438,18.161643835616438,17.161643835616438,18.161643835616438,0,1.0,1.0,3.0,4.0,1.0,0,1,1,79999.5,none/catholic
78351,"some college, no degree",some college,1,2,a one-family house attached to one or more houses,"$75,000 to $84,999",married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2011-06-01,39.0,2.0,2013,male,"white, non-hispanic","no, i am not","yes, friends",democrat,no,none,50196,50196,50196,48512,64701, , ,26255.01758,0,,no (not latino or hispanic),white,no,catholic,"no, has changed religions","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",bachelor's degree,"some college, no degree",democrat,"no, i have changed religions",baptist - any denomination,associate degree,united states,2,opposite gender only,,,,18,19.0,20,22, ,i earned more,different high school,did not attend same college or university,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,yes,yes,no,no,yes,no,0,met offline,3,,different sex couple,,female,10,80%-91.99%,3%-19.99%,<2%,$65k+,5%-11.99%,non rural,16-20,male,false,2011-04-01,2013-04-01,1.0,21.164383561643834,20.164383561643834,19.164383561643834,20.164383561643834,0,1.0,1.0,3.0,4.0,1.0,0,1,1,79999.5,none/catholic
79731,masters degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$85,000 to $99,999",married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,not working - retired,1,2009-04-01,74.0,2.0,2011,male,"white, non-hispanic","no, i am not","yes, friends",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",814,814,814,825,1101, , ,425.7626953,1,,no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,master's degree,hs graduate or ged,democrat,"no, i have changed religions",baptist - any denomination,hs graduate or ged,united states,1,mostly opposite,,,,46,47.0,48,48, ,partner earned more,different high school,did not attend same college or university,no,no,yes,no,no,no,no,no,no,no,no,0,"yes, a social networking site (like facebook or myspace)",no,no,yes,no,no,no,no,0,met offline,2,"probably did not meet partner online, despite positive answer to q32 or q24",different sex couple,,female,14,<55%,20% or more,<2%,<$34k,2%-4.99%,non rural,21-30,female,false,2009-03-01,2011-04-01,4.0,29.084931506849315,28.084931506849315,27.084931506849315,28.084931506849315,0,1.0,0.0,1.0,2.0,1.0,1,1,1,92499.5,both protestant
